python_tag,benchmark,class,mode,threads,rep,returncode,timed_out,verification,npb_seconds,mops,wall_seconds,python_version,node,slurm_job_id,slurm_array_task_id,raw_log
3.13t,CG,W,2,4,1,0,False,SUCCESSFUL,23.77,17.7,92.62760996818542,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t04__r01.txt
3.13t,CG,W,2,4,2,0,False,SUCCESSFUL,24.08,17.47,92.96964454650879,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t04__r02.txt
3.13t,CG,W,2,4,3,0,False,SUCCESSFUL,24.0,17.52,92.67726349830627,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t04__r03.txt
3.13t,CG,W,2,16,1,0,False,SUCCESSFUL,7.94,52.95,75.62726521492004,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t16__r01.txt
3.13t,CG,W,2,16,2,0,False,SUCCESSFUL,7.91,53.17,75.40637564659119,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t16__r02.txt
3.13t,CG,W,2,16,3,0,False,SUCCESSFUL,8.85,47.55,76.63665103912354,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t16__r03.txt
3.13t,CG,W,2,32,1,0,False,SUCCESSFUL,10.47,40.18,78.65038084983826,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t32__r01.txt
3.13t,CG,W,2,32,2,0,False,SUCCESSFUL,10.71,39.28,78.48509645462036,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t32__r02.txt
3.13t,CG,W,2,32,3,0,False,SUCCESSFUL,10.69,39.35,78.87327241897583,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m2__t32__r03.txt
3.13t,CG,W,3,1,1,0,False,SUCCESSFUL,0.76,553.26,67.84988784790039,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t01__r01.txt
3.13t,CG,W,3,1,2,0,False,SUCCESSFUL,0.76,552.18,68.69276285171509,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t01__r02.txt
3.13t,CG,W,3,1,3,0,False,SUCCESSFUL,0.77,549.2,68.01812601089478,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-168,7257356,6,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__CG__W__m3__t01__r03.txt
