python_tag,benchmark,class,mode,threads,rep,returncode,timed_out,verification,npb_seconds,mops,wall_seconds,python_version,node,slurm_job_id,slurm_array_task_id,raw_log
3.13t,EP,W,3,2,1,0,False,SUCCESSFUL,1.44,46.61,28.621174812316895,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-173,7256654,3,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__EP__W__m3__t02__r01.txt
3.13t,EP,W,3,2,2,0,False,SUCCESSFUL,1.44,46.67,28.300278663635254,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-173,7256654,3,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__EP__W__m3__t02__r02.txt
3.13t,EP,W,3,2,3,0,False,SUCCESSFUL,1.44,46.61,29.460103750228882,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-175,7255995,4,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__EP__W__m3__t02__r03.txt
3.13t,EP,W,3,8,1,0,False,SUCCESSFUL,0.37,181.85,27.065624237060547,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-175,7255995,4,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__EP__W__m3__t08__r01.txt
3.13t,EP,W,3,8,2,0,False,SUCCESSFUL,0.37,181.22,27.12601590156555,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-175,7255995,4,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__EP__W__m3__t08__r02.txt
3.13t,EP,W,3,8,3,0,False,SUCCESSFUL,0.37,181.54,27.00098729133606,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-175,7255995,4,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__EP__W__m3__t08__r03.txt
3.13t,FT,S,2,2,1,0,False,SUCCESSFUL,20.99,8.44,124.899729013443,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t02__r01.txt
3.13t,FT,S,2,2,2,0,False,SUCCESSFUL,21.1,8.4,124.568026304245,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t02__r02.txt
3.13t,FT,S,2,2,3,0,False,SUCCESSFUL,20.61,8.6,123.74857950210571,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t02__r03.txt
3.13t,FT,S,2,2,4,0,False,SUCCESSFUL,20.56,8.62,123.73399305343628,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t02__r04.txt
3.13t,FT,S,2,2,5,0,False,SUCCESSFUL,21.56,8.22,125.11176919937134,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t02__r05.txt
3.13t,FT,S,2,8,1,0,False,SUCCESSFUL,7.25,24.44,108.73474144935608,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t08__r01.txt
3.13t,FT,S,2,8,2,0,False,SUCCESSFUL,8.19,21.63,109.60700631141663,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t08__r02.txt
3.13t,FT,S,2,8,3,0,False,SUCCESSFUL,7.29,24.31,108.1275281906128,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t08__r03.txt
3.13t,FT,S,2,8,4,0,False,SUCCESSFUL,7.54,23.5,109.19474053382874,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-221,7256592,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_extra_threads_nopin/raw/py313t__FT__S__m2__t08__r04.txt
